timestamp,origin,destination,summary_route,travel_time_seconds,travel_time_minutes,distance_meters,distance_km
2025-05-26T17:23:34.689932,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,294,4.9,1167,1.17
2025-05-26T17:23:35.122788,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2044,34.07,12280,12.28
2025-05-26T17:23:35.949228,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1685,28.08,14557,14.56
2025-05-26T17:28:37.200243,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3243,54.05,20328,20.33
2025-05-26T17:28:37.706851,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1375,22.92,5825,5.83
2025-05-26T17:28:38.355304,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,732,12.2,3127,3.13
2025-05-26T17:28:38.671998,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,1032,17.2,3160,3.16
2025-05-26T17:28:39.485892,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4743,79.05,19268,19.27
2025-05-26T17:28:39.817190,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,906,15.1,6545,6.54
2025-05-26T17:28:40.137314,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2646,44.1,16860,16.86
2025-05-26T17:28:40.374068,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,313,5.22,1167,1.17
2025-05-26T17:28:40.801068,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2072,34.53,12280,12.28
2025-05-26T17:28:41.308885,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1698,28.3,14557,14.56
2025-05-26T17:33:43.585218,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3302,55.03,20328,20.33
2025-05-26T17:33:43.998902,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1392,23.2,5825,5.83
2025-05-26T17:33:44.406258,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,738,12.3,3127,3.13
2025-05-26T17:33:45.021394,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,987,16.45,3160,3.16
2025-05-26T17:33:45.940923,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4599,76.65,19268,19.27
2025-05-26T17:33:46.454982,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,882,14.7,6545,6.54
2025-05-26T17:33:46.965961,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2684,44.73,16860,16.86
2025-05-26T17:33:47.374723,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,299,4.98,1167,1.17
2025-05-26T17:33:47.993407,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2091,34.85,12280,12.28
2025-05-26T17:33:48.707984,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1730,28.83,14557,14.56
2025-05-26T17:38:50.881093,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3359,55.98,20328,20.33
2025-05-26T17:38:51.492459,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1495,24.92,5825,5.83
2025-05-26T17:38:52.045604,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,774,12.9,3134,3.13
2025-05-26T17:38:52.681302,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,927,15.45,3160,3.16
2025-05-26T17:38:53.357868,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4798,79.97,19268,19.27
2025-05-26T17:38:53.870021,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,908,15.13,6545,6.54
2025-05-26T17:38:54.909179,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2697,44.95,16860,16.86
2025-05-26T17:38:55.608068,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,294,4.9,1167,1.17
2025-05-26T17:38:56.265281,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2151,35.85,12280,12.28
2025-05-26T17:38:57.246173,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1741,29.02,14557,14.56
2025-05-26T17:43:58.518966,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3365,56.08,20328,20.33
2025-05-26T17:43:58.926558,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1443,24.05,5825,5.83
2025-05-26T17:43:59.239124,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,770,12.83,3134,3.13
2025-05-26T17:43:59.643228,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,926,15.43,3160,3.16
2025-05-26T17:44:00.257511,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4602,76.7,19268,19.27
2025-05-26T17:44:00.565872,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,893,14.88,6545,6.54
2025-05-26T17:44:01.076887,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2723,45.38,16860,16.86
2025-05-26T17:44:01.438297,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,283,4.72,1167,1.17
2025-05-26T17:44:01.955511,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2137,35.62,11988,11.99
2025-05-26T17:44:02.513579,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1779,29.65,14557,14.56
2025-05-26T17:49:04.293960,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3378,56.3,20328,20.33
2025-05-26T17:49:04.599718,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1388,23.13,5825,5.83
2025-05-26T17:49:05.010378,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,765,12.75,3134,3.13
2025-05-26T17:49:05.294471,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,1015,16.92,3160,3.16
2025-05-26T17:49:05.931268,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4737,78.95,19268,19.27
2025-05-26T17:49:06.191138,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,883,14.72,6545,6.54
2025-05-26T17:49:06.756957,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2728,45.47,16860,16.86
2025-05-26T17:49:07.057162,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,308,5.13,1167,1.17
2025-05-26T17:49:07.437480,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2172,36.2,11988,11.99
2025-05-26T17:49:08.392228,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1839,30.65,14557,14.56
2025-05-26T17:54:09.734042,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3265,54.42,20328,20.33
2025-05-26T17:54:10.271633,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1257,20.95,5825,5.83
2025-05-26T17:54:10.753229,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,804,13.4,3134,3.13
2025-05-26T17:54:11.500911,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,1152,19.2,3160,3.16
2025-05-26T17:54:12.226922,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4550,75.83,19268,19.27
2025-05-26T17:54:12.730110,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,908,15.13,6545,6.54
2025-05-26T17:54:13.345306,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2730,45.5,16860,16.86
2025-05-26T17:54:13.760366,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,294,4.9,1167,1.17
2025-05-26T17:54:14.492809,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2193,36.55,11988,11.99
2025-05-26T17:54:15.604951,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1832,30.53,14557,14.56
2025-05-26T17:59:22.196886,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3215,53.58,20328,20.33
2025-05-26T17:59:23.682204,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1295,21.58,5825,5.83
2025-05-26T17:59:25.093002,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,828,13.8,3134,3.13
2025-05-26T17:59:26.474007,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,925,15.42,3160,3.16
2025-05-26T17:59:28.038205,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4478,74.63,19268,19.27
2025-05-26T17:59:29.042178,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,892,14.87,6545,6.54
2025-05-26T17:59:40.793166,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2749,45.82,16860,16.86
2025-05-26T17:59:41.278943,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,300,5.0,1167,1.17
2025-05-26T17:59:42.083712,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2209,36.82,11988,11.99
2025-05-26T17:59:43.006879,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1839,30.65,14557,14.56
2025-05-26T18:04:43.889019,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3328,55.47,20328,20.33
2025-05-26T18:04:44.105464,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1201,20.02,5825,5.83
2025-05-26T18:04:44.334368,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,863,14.38,3127,3.13
2025-05-26T18:04:44.555415,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,872,14.53,3160,3.16
2025-05-26T18:04:45.041201,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4543,75.72,19268,19.27
2025-05-26T18:04:45.260525,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,879,14.65,6545,6.54
2025-05-26T18:04:45.522595,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2818,46.97,16860,16.86
2025-05-26T18:04:45.740606,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,299,4.98,1167,1.17
2025-05-26T18:04:45.998374,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2244,37.4,11988,11.99
2025-05-26T18:04:46.474657,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1806,30.1,14557,14.56
2025-05-26T18:14:48.084873,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3321,55.35,20328,20.33
2025-05-26T18:14:48.729245,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1350,22.5,6737,6.74
2025-05-26T18:14:49.576798,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,874,14.57,3134,3.13
2025-05-26T18:14:50.482002,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,977,16.28,3160,3.16
2025-05-26T18:14:51.318214,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4430,73.83,19268,19.27
2025-05-26T18:14:51.751962,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,891,14.85,6545,6.54
2025-05-26T18:14:52.647918,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2813,46.88,16860,16.86
2025-05-26T18:14:53.129653,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,307,5.12,1167,1.17
2025-05-26T18:14:53.758711,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2223,37.05,11988,11.99
2025-05-26T18:14:54.689688,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1815,30.25,14557,14.56
2025-05-26T18:19:55.304781,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3417,56.95,20328,20.33
2025-05-26T18:19:55.524986,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1459,24.32,5825,5.83
2025-05-26T18:19:55.739166,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,865,14.42,3134,3.13
2025-05-26T18:19:55.935577,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,995,16.58,3160,3.16
2025-05-26T18:19:56.418882,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4314,71.9,19268,19.27
2025-05-26T18:19:56.649593,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,863,14.38,6545,6.54
2025-05-26T18:19:56.977448,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2824,47.07,16860,16.86
2025-05-26T18:19:57.186827,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,304,5.07,1167,1.17
2025-05-26T18:19:57.483948,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2225,37.08,11988,11.99
2025-05-26T18:19:58.507929,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1835,30.58,14557,14.56
2025-05-26T18:24:59.876332,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3432,57.2,20081,20.08
2025-05-26T18:25:00.150603,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1379,22.98,5825,5.83
2025-05-26T18:25:00.495840,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,873,14.55,3134,3.13
2025-05-26T18:25:00.803424,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,1086,18.1,3160,3.16
2025-05-26T18:25:01.537052,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4343,72.38,19268,19.27
2025-05-26T18:25:01.929552,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,859,14.32,6545,6.54
2025-05-26T18:25:02.443094,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2879,47.98,16860,16.86
2025-05-26T18:25:02.850669,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,297,4.95,1167,1.17
2025-05-26T18:25:03.165093,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2322,38.7,11988,11.99
2025-05-26T18:25:03.879713,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1837,30.62,14732,14.73
2025-05-26T18:30:05.028218,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3395,56.58,20081,20.08
2025-05-26T18:30:05.452626,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1574,26.23,5825,5.83
2025-05-26T18:30:05.861958,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,865,14.42,3134,3.13
2025-05-26T18:30:06.311272,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,1083,18.05,3160,3.16
2025-05-26T18:30:06.933112,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4350,72.5,19268,19.27
2025-05-26T18:30:07.252547,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,861,14.35,6545,6.54
2025-05-26T18:30:07.627713,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2871,47.85,16860,16.86
2025-05-26T18:30:07.975958,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,314,5.23,1167,1.17
2025-05-26T18:30:08.365420,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2236,37.27,11988,11.99
2025-05-26T18:30:08.946517,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1806,30.1,14732,14.73
2025-05-26T18:35:10.634650,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3378,56.3,20129,20.13
2025-05-26T18:35:11.024494,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1816,30.27,5825,5.83
2025-05-26T18:35:11.332159,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,851,14.18,3134,3.13
2025-05-26T18:35:11.566225,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,846,14.1,3160,3.16
2025-05-26T18:35:12.457586,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4361,72.68,19268,19.27
2025-05-26T18:35:12.867379,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,866,14.43,6545,6.54
2025-05-26T18:35:13.483552,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2860,47.67,16860,16.86
2025-05-26T18:35:13.886942,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,338,5.63,1167,1.17
2025-05-26T18:35:14.241296,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2209,36.82,11988,11.99
2025-05-26T18:35:14.802942,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",ECIL - Keesara Rd,1805,30.08,14557,14.56
2025-05-26T18:40:15.441041,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",NH 44,3443,57.38,20213,20.21
2025-05-26T18:40:15.645876,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1843,30.72,5825,5.83
2025-05-26T18:40:15.847088,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,787,13.12,3127,3.13
2025-05-26T18:40:16.082504,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,814,13.57,3160,3.16
2025-05-26T18:40:16.742648,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4345,72.42,19268,19.27
2025-05-26T18:40:17.164325,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,870,14.5,6545,6.54
2025-05-26T18:40:19.176053,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2896,48.27,16860,16.86
2025-05-26T18:40:19.460488,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,414,6.9,1167,1.17
2025-05-26T18:40:19.743138,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2239,37.32,11988,11.99
2025-05-26T18:40:20.231007,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1802,30.03,14732,14.73
2025-05-26T18:45:21.455946,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3322,55.37,20081,20.08
2025-05-26T18:45:22.166859,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1983,33.05,5825,5.83
2025-05-26T18:45:22.677918,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,806,13.43,3128,3.13
2025-05-26T18:45:23.474110,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,780,13.0,3160,3.16
2025-05-26T18:45:24.340768,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4255,70.92,19591,19.59
2025-05-26T18:45:24.828188,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,902,15.03,6545,6.54
2025-05-26T18:45:25.282236,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2881,48.02,16860,16.86
2025-05-26T18:45:25.748903,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,478,7.97,1167,1.17
2025-05-26T18:45:26.363316,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2194,36.57,11988,11.99
2025-05-26T18:45:27.081017,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1814,30.23,14732,14.73
2025-05-26T18:50:28.351819,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3347,55.78,20081,20.08
2025-05-26T18:50:28.761544,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,2017,33.62,5825,5.83
2025-05-26T18:50:29.273745,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,797,13.28,3127,3.13
2025-05-26T18:50:29.585186,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,723,12.05,3160,3.16
2025-05-26T18:50:30.401148,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4254,70.9,19591,19.59
2025-05-26T18:50:30.809645,"LB Nagar, Hyderabad, Telangana","Dilsukhnagar, Hyderabad, Telangana",Hyderabad - Vijayawada Hwy/Pune - Machilipatnam Hwy,876,14.6,6545,6.54
2025-05-26T18:50:31.269227,"Miyapur, Hyderabad, Telangana","Ameerpet, Hyderabad, Telangana",NH 65,2827,47.12,16860,16.86
2025-05-26T18:50:31.525808,"Paradise Circle, Secunderabad, Telangana","MG Road, Secunderabad, Telangana",NH 44,494,8.23,1167,1.17
2025-05-26T18:50:31.910552,"Secunderabad Railway Station, Malkajgiri, Secunderabad","ECIL X Road, Hyderabad, Telangana",Lalapet - Moula Ali Rd,2193,36.55,11988,11.99
2025-05-26T18:50:32.552565,"ECIL X Road, Hyderabad, Telangana","Keesara, Hyderabad, Telangana",Cheeriyal Main Rd/Road No. 10,1828,30.47,14732,14.73
2025-05-26T18:55:33.660006,"Secunderabad Railway Station, Secunderabad, Telangana","Hitech City, Hyderabad, Telangana",Balanagar Main Rd,3301,55.02,20081,20.08
2025-05-26T18:55:34.029804,"Gachibowli, Hyderabad, Telangana","Financial District, Hyderabad, Telangana",ISB Rd,1839,30.65,5825,5.83
2025-05-26T18:55:34.437952,"Koti, Hyderabad, Telangana","Begum Bazaar, Hyderabad, Telangana",Malakunta Road,802,13.37,3127,3.13
2025-05-26T18:55:34.742499,"Jubilee Hills Check Post, Hyderabad, Telangana","Banjara Hills Road No 12, Hyderabad, Telangana",LV Prasad Marg/Road No. 2,686,11.43,3160,3.16
2025-05-26T18:55:35.263878,"MGBS, Hyderabad, Telangana","Kukatpally Housing Board, Hyderabad, Telangana",NH 65,4130,68.83,19591,19.59
