2025-05-26T20:05:25.838122,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:10:28.320991,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:10:28.951948,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:10:31.616539,@H14149,96,96,71,14.3,3.9,3.2,4.9,AQICN
2025-05-26T20:10:33.035886,@H11284,38,38,32,10.2,3.1,5.0,31.6,AQICN
2025-05-26T20:10:33.890994,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:15:36.029416,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:15:40.214689,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:15:41.548603,@H14149,96,96,71,14.3,3.9,3.2,4.9,AQICN
2025-05-26T20:15:43.658112,@H11284,38,38,32,10.2,3.1,5.0,31.6,AQICN
2025-05-26T20:15:44.890623,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:20:47.250214,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:20:48.307519,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:20:49.705825,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:20:52.318706,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:20:53.945918,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:26:03.823766,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:26:05.763488,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:26:09.140585,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:26:09.811849,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:31:11.790902,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:31:13.402792,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:31:14.959919,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:31:16.889187,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:31:19.018778,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:36:21.887078,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:36:22.691376,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:36:23.501401,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:36:26.208635,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:36:28.355267,@H14140,82,82,51,15.5,2.9,4.0,5.7,AQICN
2025-05-26T20:41:30.453154,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:41:31.524238,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:41:32.417664,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:41:33.803943,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:41:34.988446,@H14140,83,83,52,16.3,3.1,4.2,5.6,AQICN
2025-05-26T20:46:37.120829,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:46:37.779085,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:46:39.099840,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:46:41.041659,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:46:42.400394,@H14140,83,83,52,16.3,3.1,4.2,5.6,AQICN
2025-05-26T20:51:45.707980,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:51:47.946007,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:51:49.350525,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:51:52.256413,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:51:53.085277,@H14140,83,83,52,16.3,3.1,4.2,5.6,AQICN
2025-05-26T20:56:55.616587,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T20:56:57.685594,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T20:57:00.053052,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T20:57:02.199114,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T20:57:03.309958,@H14140,83,83,52,16.3,3.1,4.2,5.6,AQICN
2025-05-26T21:02:06.058349,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T21:02:07.541662,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T21:02:08.900514,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T21:02:11.483872,@H11284,38,38,32,9.9,2.9,4.7,29.6,AQICN
2025-05-26T21:02:13.983934,@H14140,83,83,52,16.3,3.1,4.2,5.6,AQICN
2025-05-26T21:07:17.441264,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T21:07:18.488276,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T21:07:21.025270,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T21:07:33.632702,@H11284,34,34,32,10.5,2.5,3.4,21.8,AQICN
2025-05-26T21:07:37.368578,@H14140,82,82,51,25.0,2.9,4.0,5.7,AQICN
2025-05-26T21:12:43.709803,Hyderabad,165,165,72,14.8,8.6,3.9,4.7,AQICN
2025-05-26T21:12:45.040938,@H14156,100,100,70,9.8,12.8,4.7,10.2,AQICN
2025-05-26T21:12:45.750460,@H14149,96,96,71,14.2,3.9,3.2,4.9,AQICN
2025-05-26T21:12:48.022057,@H11284,34,34,32,10.5,2.5,3.4,21.8,AQICN
2025-05-26T21:12:48.825964,@H14140,82,82,51,25.0,2.9,4.0,5.7,AQICN
2025-05-26T21:17:52.211544,Hyderabad,165,165,72,9.7,7.2,3.8,4.7,AQICN
2025-05-26T21:17:53.200707,@H14156,93,93,69,9.6,9.9,4.5,6.8,AQICN
2025-05-26T21:17:54.015998,@H14149,96,96,73,14.4,4.1,2.4,4.8,AQICN
2025-05-26T21:17:55.607691,@H11284,34,34,32,10.5,2.5,3.4,21.8,AQICN
2025-05-26T21:17:57.502911,@H14140,82,82,51,20.4,2.9,4.0,5.6,AQICN
2025-05-26T21:23:00.471394,Hyderabad,165,165,72,9.7,7.2,3.8,4.7,AQICN
2025-05-26T21:23:01.620157,@H14156,93,93,69,9.6,9.9,4.5,6.8,AQICN
2025-05-26T21:23:02.886732,@H14149,96,96,73,14.4,4.1,2.4,4.8,AQICN
2025-05-26T21:23:05.196643,@H11284,34,34,32,10.5,2.5,3.4,21.8,AQICN
2025-05-26T21:23:06.782545,@H14140,82,82,51,20.4,2.9,4.0,5.6,AQICN
2025-05-26T21:28:08.967974,Hyderabad,165,165,72,9.7,7.2,3.8,4.7,AQICN
2025-05-26T21:28:10.132903,@H14156,93,93,69,9.6,9.9,4.5,6.8,AQICN
2025-05-26T21:28:11.311322,@H14149,96,96,73,14.4,4.1,2.4,4.8,AQICN
2025-05-26T21:28:13.143566,@H11284,32,32,32,10.4,2.4,3.4,21.7,AQICN
2025-05-26T21:28:13.888903,@H14140,82,82,51,18.8,2.9,4.0,5.7,AQICN
2025-05-26T21:33:16.591394,Hyderabad,165,165,72,9.7,7.2,3.8,4.7,AQICN
2025-05-26T21:33:17.412601,@H14156,93,93,69,9.6,9.9,4.5,6.8,AQICN
2025-05-26T21:33:18.494298,@H14149,96,96,73,14.4,4.1,2.4,4.8,AQICN
2025-05-26T21:33:21.369056,@H11284,32,32,32,10.4,2.4,3.4,21.7,AQICN
2025-05-26T21:33:22.381651,@H14140,82,82,51,18.8,2.9,4.0,5.7,AQICN
2025-05-26T21:38:24.869655,Hyderabad,165,165,72,9.7,7.2,3.8,4.7,AQICN
2025-05-26T21:38:26.062146,@H14156,93,93,69,9.6,9.9,4.5,6.8,AQICN
2025-05-26T21:38:27.346560,@H14149,96,96,73,14.4,4.1,2.4,4.8,AQICN
2025-05-26T21:38:29.664872,@H11284,32,32,32,10.4,2.4,3.4,21.7,AQICN
2025-05-26T21:38:30.892921,@H14140,82,82,51,18.8,2.9,4.0,5.7,AQICN
